AppID;Name;Publisher;Owners;Price;Discount;Tags;Genres;Languages;CCU;ScoreRank;AvgPlaytimeForever;AvgPlaytime2Weeks
291410;Duelyst;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;0,00 USD;0%;;;;2;0;349;0
291550;Brawlhalla;Ubisoft;20,000,000 .. 50,000,000;0,00 USD;0%;;;;15819;0;2294;217
292120;FINAL FANTASY XIII;Square Enix;1,000,000 .. 2,000,000;6,39 USD;60%;;;;450;0;1190;0
292140;FINAL FANTASY XIII-2;Square Enix;200,000 .. 500,000;7,99 USD;60%;;;;99;0;878;0
297000;Heroes of Might & Magic III - HD Edition;Ubisoft;1,000,000 .. 2,000,000;3,74 USD;75%;;;;2318;0;1250;3
298110;Far Cry 4;Ubisoft;2,000,000 .. 5,000,000;5,99 USD;80%;;;;2506;0;1472;55
299950;GET EVEN;BANDAI NAMCO Entertainment;50,000 .. 100,000;4,49 USD;85%;;;;3;0;641;0
304390;FOR HONOR;Ubisoft;5,000,000 .. 10,000,000;4,49 USD;85%;;;;5731;0;3337;399
306670;Overlord: Fellowship of Evil;Electronic Arts;100,000 .. 200,000;1,99 USD;80%;;;;2;0;43;0
307690;Sleeping Dogs: Definitive Edition;Square Enix;2,000,000 .. 5,000,000;2,99 USD;85%;;;;744;0;834;0
308060;Black The Fall;Square Enix;200,000 .. 500,000;3,74 USD;75%;;;;1;0;118;0
310560;DiRT Rally;Electronic Arts;2,000,000 .. 5,000,000;0,00 USD;0%;;;;134;0;2485;62
311560;Assassin’s Creed Rogue;Ubisoft;1,000,000 .. 2,000,000;5,99 USD;70%;;;;472;0;1111;0
312750;Final Fantasy IV (3D Remake);Square Enix;200,000 .. 500,000;6,39 USD;60%;;;;71;0;499;0
314070;Super Mega Baseball: Extra Innings;Electronic Arts;100,000 .. 200,000;12,99 USD;0%;;;;5;0;391;0
316240;Professional Lumberjack 2015;BANDAI NAMCO Entertainment;100,000 .. 200,000;19,99 USD;0%;;;;1;0;3;0
316750;Tetris Ultimate;Ubisoft;50,000 .. 100,000;0,00 USD;0%;;;;0;0;272;0
319630;Life is Strange - Episode 1;Square Enix;5,000,000 .. 10,000,000;0,00 USD;0%;;;;449;0;534;45
321960;Might & Magic Heroes VII;Ubisoft;500,000 .. 1,000,000;7,49 USD;75%;;;;433;0;536;0
323320;Grow Home;Ubisoft;200,000 .. 500,000;1,99 USD;75%;;;;11;0;615;0
323470;DRAGON BALL XENOVERSE;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;3,99 USD;90%;;;;153;0;1661;0
331600;One Piece Pirate Warriors 3;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;3,99 USD;90%;;;;53;0;828;0
335300;DARK SOULS II: Scholar of the First Sin;BANDAI NAMCO Entertainment;2,000,000 .. 5,000,000;39,99 USD;0%;;;;2561;0;4021;766
336510;Anno Online;Ubisoft;200,000 .. 500,000;0,00 USD;0%;;;;1;0;128;0
336520;Might & Magic Heroes Online;Ubisoft;200,000 .. 500,000;0,00 USD;0%;;;;0;0;61;0
339230;ZOMBI;Ubisoft;200,000 .. 500,000;4,99 USD;75%;;;;14;0;247;0
340170;FINAL FANTASY TYPE-0 HD;Square Enix;200,000 .. 500,000;11,99 USD;60%;;;;14;0;621;0
345350;LIGHTNING RETURNS: FINAL FANTASY XIII;Square Enix;200,000 .. 500,000;7,99 USD;60%;;;;71;0;484;0
346830;FINAL FANTASY IV: THE AFTER YEARS;Square Enix;50,000 .. 100,000;6,39 USD;60%;;;;19;0;2117;0
348710;Saint Seiya: Soldiers' Soul;BANDAI NAMCO Entertainment;50,000 .. 100,000;0,00 USD;0%;;;;2;0;621;439
349040;NARUTO SHIPPUDEN: Ultimate Ninja STORM 4;BANDAI NAMCO Entertainment;2,000,000 .. 5,000,000;9,99 USD;50%;;;;730;0;918;90
351970;Tales of Zestiria;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;19,99 USD;60%;;;;46;0;1744;15
354380;Assassin’s Creed Chronicles: China;Ubisoft;200,000 .. 500,000;2,99 USD;70%;;;;16;0;2881;386
354640;The Settlers Online;Ubisoft;200,000 .. 500,000;0,00 USD;0%;;;;0;0;8;0
359550;Tom Clancy's Rainbow Six Siege;Ubisoft;20,000,000 .. 50,000,000;3,99 USD;80%;;;;133132;0;14815;604
359600;Assassin’s Creed Chronicles: Russia;Ubisoft;100,000 .. 200,000;2,99 USD;70%;;;;2;0;2058;0
359610;Assassin’s Creed Chronicles: India;Ubisoft;200,000 .. 500,000;2,99 USD;70%;;;;5;0;1114;174
359870;FINAL FANTASY X/X-2 HD Remaster;Square Enix;500,000 .. 1,000,000;11,99 USD;60%;;;;1014;0;2300;0
365590;Tom Clancy’s The Division;Ubisoft;5,000,000 .. 10,000,000;4,49 USD;85%;;;;1579;0;7704;1149
368500;Assassin's Creed Syndicate;Ubisoft;2,000,000 .. 5,000,000;7,49 USD;75%;;;;526;0;1687;0
371660;Far Cry Primal;Ubisoft;1,000,000 .. 2,000,000;7,49 USD;75%;;;;1110;0;959;166
372360;Tales of Symphonia;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;4,99 USD;75%;;;;79;0;1329;0
374320;DARK SOULS III;BANDAI NAMCO Entertainment;5,000,000 .. 10,000,000;59,99 USD;0%;;;;7656;0;5472;337
375900;Trackmania Turbo;Ubisoft;100,000 .. 200,000;15,99 USD;60%;;;;26;0;344;0
375910;Anno 2205;Ubisoft;1,000,000 .. 2,000,000;5,99 USD;85%;;;;227;0;1481;0
377840;FINAL FANTASY IX;Square Enix;1,000,000 .. 2,000,000;8,39 USD;60%;;;;506;0;2618;0
378860;Project CARS 2;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;0,00 USD;0%;;;;245;0;2533;0
382890;FINAL FANTASY V;Square Enix;100,000 .. 200,000;0,00 USD;0%;;;;10;0;382;0
382900;FINAL FANTASY VI;Square Enix;200,000 .. 500,000;0,00 USD;0%;;;;18;0;604;0
389730;TEKKEN 7;BANDAI NAMCO Entertainment;2,000,000 .. 5,000,000;39,99 USD;0%;;;;604;0;2569;44
391040;F1 2016;Electronic Arts;200,000 .. 500,000;0,00 USD;0%;;;;11;0;1265;0
394160;ARCADE GAME SERIES: PAC-MAN;BANDAI NAMCO Entertainment;100,000 .. 200,000;1,99 USD;50%;;;;12;0;88;0
403400;ARCADE GAME SERIES: DIG DUG;BANDAI NAMCO Entertainment;100,000 .. 200,000;1,99 USD;50%;;;;1;0;5;0
403410;ARCADE GAME SERIES: Ms. PAC-MAN;BANDAI NAMCO Entertainment;20,000 .. 50,000;1,99 USD;50%;;;;8;0;17;0
403430;ARCADE GAME SERIES: GALAGA;BANDAI NAMCO Entertainment;100,000 .. 200,000;1,99 USD;50%;;;;11;0;54;0
408250;Eagle Flight;Ubisoft;20,000 .. 50,000;4,99 USD;75%;;;;0;0;0;0
410850;DRAGON QUEST HEROES Slime Edition;Square Enix;100,000 .. 200,000;39,99 USD;0%;;;;4;0;1709;0
414870;Super Mega Baseball 2;Electronic Arts;100,000 .. 200,000;0,00 USD;0%;;;;3;0;116;0
421020;DiRT 4;Electronic Arts;500,000 .. 1,000,000;0,00 USD;0%;;;;58;0;651;0
424840;Little Nightmares;BANDAI NAMCO Entertainment;2,000,000 .. 5,000,000;4,99 USD;75%;;;;815;0;204;0
425220;One Piece Burning Blood;BANDAI NAMCO Entertainment;100,000 .. 200,000;4,99 USD;90%;;;;26;0;546;0
426790;Grow Up;Ubisoft;100,000 .. 200,000;2,49 USD;75%;;;;6;0;276;0
429180;Project CARS - Pagani Edition;BANDAI NAMCO Entertainment;200,000 .. 500,000;0,00 USD;0%;;;;1;0;34;0
429660;Tales of Berseria;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;49,99 USD;0%;;;;142;0;1531;0
435480;Trials of the Blood Dragon;Ubisoft;100,000 .. 200,000;3,74 USD;75%;;;;0;0;1052;0
436290;Children of Zodiarcs;Square Enix;50,000 .. 100,000;4,49 USD;75%;;;;0;0;121;0
438490;GOD EATER 2 Rage Burst;BANDAI NAMCO Entertainment;200,000 .. 500,000;4,99 USD;90%;;;;45;0;459;0
441380;PAC-MAN CHAMPIONSHIP EDITION 2;BANDAI NAMCO Entertainment;200,000 .. 500,000;2,59 USD;80%;;;;10;0;752;56
441830;I am Setsuna;Square Enix;50,000 .. 100,000;11,99 USD;70%;;;;7;0;757;0
445310;Might and Magic: Heroes VII – Trial by Fire;Ubisoft;20,000 .. 50,000;7,49 USD;75%;;;;186;0;829;0
446560;Just Dance 2017;Ubisoft;50,000 .. 100,000;0,00 USD;0%;;;;2;0;472;0
447040;Watch_Dogs 2;Ubisoft;2,000,000 .. 5,000,000;5,99 USD;90%;;;;1317;0;4364;1
454650;DRAGON BALL XENOVERSE 2;BANDAI NAMCO Entertainment;2,000,000 .. 5,000,000;9,99 USD;50%;;;;939;0;3879;0
455400;PAC-MAN 256;BANDAI NAMCO Entertainment;100,000 .. 200,000;2,49 USD;50%;;;;6;0;215;0
460920;Steep;Ubisoft;1,000,000 .. 2,000,000;4,49 USD;85%;;;;710;0;982;155
460930;Tom Clancy's Ghost Recon Wildlands;Ubisoft;2,000,000 .. 5,000,000;9,99 USD;80%;;;;2781;0;3742;111
468000;Impact Winter;BANDAI NAMCO Entertainment;20,000 .. 50,000;0,00 USD;0%;;;;0;0;0;0
470220;UNO;Ubisoft;2,000,000 .. 5,000,000;2,99 USD;70%;;;;953;0;384;32
488790;South Park: The Fractured But Whole;Ubisoft;1,000,000 .. 2,000,000;5,99 USD;80%;;;;1007;0;968;341
495140;NARUTO: Ultimate Ninja STORM;BANDAI NAMCO Entertainment;200,000 .. 500,000;9,99 USD;50%;;;;79;0;588;0
502500;ACE COMBAT 7: SKIES UNKNOWN;BANDAI NAMCO Entertainment;2,000,000 .. 5,000,000;9,59 USD;84%;;;;740;0;1144;18
515220;F1 2017;Electronic Arts;200,000 .. 500,000;0,00 USD;0%;;;;29;0;1589;0
517630;Just Cause 4 Reloaded;Square Enix;1,000,000 .. 2,000,000;69,03 USD;0%;;;;414;0;718;0
522740;Oh My Godheads;Square Enix;0 .. 20,000;2,99 USD;80%;;;;0;0;0;0
524220;NieR:Automata;Square Enix;2,000,000 .. 5,000,000;15,99 USD;60%;;;;1295;0;1529;70
525480;.hack//G.U. Last Recode;BANDAI NAMCO Entertainment;200,000 .. 500,000;4,99 USD;90%;;;;74;0;1152;0
527100;Star Trek: Bridge Crew;Ubisoft;200,000 .. 500,000;9,99 USD;60%;;;;25;0;562;0
532210;Life is Strange 2;Square Enix;10,000,000 .. 20,000,000;31,96 USD;0%;;;;375;0;965;0
535850;Micro Machines World Series;Electronic Arts;50,000 .. 100,000;0,00 USD;0%;;;;0;0;46;0
536930;MOBIUS FINAL FANTASY;Square Enix;500,000 .. 1,000,000;0,00 USD;0%;;;;1;0;3406;0
543870;NARUTO SHIPPUDEN: Ultimate Ninja STORM 2;BANDAI NAMCO Entertainment;50,000 .. 100,000;9,99 USD;50%;;;;52;0;276;0
544750;SOULCALIBUR VI;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;5,99 USD;90%;;;;226;0;1800;0
551170;Onmyoji;NetEase Games Global;500,000 .. 1,000,000;0,00 USD;0%;;;;513;0;15153;0
552520;Far Cry 5;Ubisoft;2,000,000 .. 5,000,000;5,99 USD;90%;;;;10285;0;2214;434
552700;WORLD OF FINAL FANTASY;Square Enix;100,000 .. 200,000;9,99 USD;60%;;;;33;0;468;0
554620;Life is Strange: Before the Storm;Square Enix;1,000,000 .. 2,000,000;16,99 USD;0%;;;;68;0;819;0
562810;MONOPOLY PLUS;Ubisoft;500,000 .. 1,000,000;0,00 USD;0%;;;;123;0;427;92
570940;DARK SOULS: REMASTERED;BANDAI NAMCO Entertainment;2,000,000 .. 5,000,000;39,99 USD;0%;;;;3552;0;2840;179
574050;DRAGON QUEST HEROES II;Square Enix;50,000 .. 100,000;59,99 USD;0%;;;;7;0;416;0
582160;Assassin's Creed Origins;Ubisoft;2,000,000 .. 5,000,000;8,99 USD;85%;;;;3644;0;2523;183
589360;Ni no Kuni II: Revenant Kingdom;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;9,59 USD;84%;;;;102;0;1751;0
595520;FINAL FANTASY XII THE ZODIAC AGE;Square Enix;1,000,000 .. 2,000,000;19,99 USD;60%;;;;436;0;2553;0
600720;Trackmania² Lagoon;Ubisoft;50,000 .. 100,000;9,99 USD;50%;;;;3;0;1556;0
606370;Romancing SaGa 2;Square Enix;20,000 .. 50,000;7,49 USD;70%;;;;5;0;18;0
607880;Accel World VS. Sword Art Online Deluxe Edition;BANDAI NAMCO Entertainment;50,000 .. 100,000;4,99 USD;90%;;;;9;0;81;0
607890;Sword Art Online: Hollow Realization Deluxe Edition;BANDAI NAMCO Entertainment;200,000 .. 500,000;7,49 USD;85%;;;;36;0;782;0
609150;STAR OCEAN - THE LAST HOPE - 4K & Full HD Remaster;Square Enix;50,000 .. 100,000;6,29 USD;70%;;;;27;0;874;0
613830;CHRONO TRIGGER;Square Enix;500,000 .. 1,000,000;3,74 USD;75%;;;;823;0;1718;0
614090;Deadbeat Heroes;Square Enix;50,000 .. 100,000;4,49 USD;70%;;;;0;0;0;0
619880;ATOMEGA;Ubisoft;50,000 .. 100,000;2,49 USD;75%;;;;6;0;14;0
619910;Just Cause 3: Multiplayer Mod;Square Enix;500,000 .. 1,000,000;0,00 USD;0%;;;;5;0;84;41
626690;Sword Art Online: Fatal Bullet;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;5,99 USD;85%;;;;99;0;1068;0
633230;NARUTO TO BORUTO: SHINOBI STRIKER;BANDAI NAMCO Entertainment;2,000,000 .. 5,000,000;4,99 USD;75%;;;;451;0;1317;0
637650;FINAL FANTASY XV WINDOWS EDITION;Square Enix;2,000,000 .. 5,000,000;13,99 USD;60%;;;;683;0;2848;343
637670;Secret of Mana;Square Enix;200,000 .. 500,000;15,99 USD;60%;;;;41;0;674;0
638650;Sword Art Online Re: Hollow Fragment;BANDAI NAMCO Entertainment;100,000 .. 200,000;4,99 USD;75%;;;;19;0;819;0
641080;Trials Rising;Ubisoft;500,000 .. 1,000,000;3,99 USD;80%;;;;69;0;320;0
646910;The Crew 2;Ubisoft;2,000,000 .. 5,000,000;8,99 USD;70%;;;;1579;0;2355;18
647570;Transference;Ubisoft;0 .. 20,000;4,99 USD;80%;;;;1;0;0;0
647590;Space Junkies;Ubisoft;20,000 .. 50,000;0,00 USD;0%;;;;0;0;0;0
647590;Space Junkies;Ubisoft;20,000 .. 50,000;0,00 USD;0%;;;;0;0;0;0
648600;FINAL FANTASY XV WINDOWS EDITION MOD ORGANIZER;Square Enix;50,000 .. 100,000;0,00 USD;0%;;;;0;0;0;0
678950;DRAGON BALL FighterZ;BANDAI NAMCO Entertainment;2,000,000 .. 5,000,000;9,59 USD;84%;;;;765;0;930;24
678960;CODE VEIN;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;8,99 USD;85%;;;;474;0;1382;632
680420;OUTRIDERS;Square Enix;2,000,000 .. 5,000,000;9,99 USD;50%;;;;336;0;3038;0
686720;SaGa SCARLET GRACE: AMBITIONS;Square Enix;20,000 .. 50,000;8,99 USD;70%;;;;9;0;0;0
687260;Tokyo Dark;Square Enix;100,000 .. 200,000;4,49 USD;75%;;;;1;0;140;0
690790;DiRT Rally 2.0;Electronic Arts;1,000,000 .. 2,000,000;3,99 USD;80%;;;;1569;0;747;106
703860;GRID;Electronic Arts;200,000 .. 500,000;0,00 USD;0%;;;;34;0;172;0
710470;Little Witch Academia: Chamber of Time;BANDAI NAMCO Entertainment;50,000 .. 100,000;13,99 USD;65%;;;;3;0;160;0
714080;BLACK CLOVER: QUARTET KNIGHTS;BANDAI NAMCO Entertainment;20,000 .. 50,000;4,99 USD;90%;;;;3;0;36;0
714370;LEFT ALIVE;Square Enix;20,000 .. 50,000;5,99 USD;90%;;;;1;0;131;0
722560;RAD;BANDAI NAMCO Entertainment;50,000 .. 100,000;4,99 USD;75%;;;;4;0;30;0
728530;SD GUNDAM G GENERATION CROSS RAYS;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;19,99 USD;50%;;;;351;0;2233;0
735580;11-11 Memories Retold;BANDAI NAMCO Entertainment;100,000 .. 200,000;4,49 USD;85%;;;;4;0;201;0
737800;F1 2018;Electronic Arts;500,000 .. 1,000,000;0,00 USD;0%;;;;106;0;1911;118
738540;Tales of Vesperia: Definitive Edition;BANDAI NAMCO Entertainment;200,000 .. 500,000;9,99 USD;80%;;;;119;0;1747;0
740130;Tales of Arise;BANDAI NAMCO Entertainment;2,000,000 .. 5,000,000;19,99 USD;50%;;;;352;0;2002;67
742120;DRAGON QUEST XI: Echoes of an Elusive Age - Digital Edition of Light;Square Enix;200,000 .. 500,000;0,00 USD;0%;;;;52;0;2555;0
748360;MY HERO ONE'S JUSTICE;BANDAI NAMCO Entertainment;100,000 .. 200,000;4,99 USD;75%;;;;5;0;342;0
755500;ONE PIECE World Seeker;BANDAI NAMCO Entertainment;100,000 .. 200,000;5,99 USD;90%;;;;54;0;251;0
756530;TOKYO GHOUL:re [CALL to EXIST];BANDAI NAMCO Entertainment;20,000 .. 50,000;5,99 USD;90%;;;;22;0;206;0
775500;SCARLET NEXUS;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;9,59 USD;84%;;;;98;0;841;0
788260;Rules Of Survival;NetEase Games Global;200,000 .. 500,000;0,00 USD;0%;;;;0;0;337;0
790540;THE QUIET MAN;Square Enix;20,000 .. 50,000;2,99 USD;80%;;;;3;0;0;0
798460;Ni no Kuni Wrath of the White Witch Remastered;BANDAI NAMCO Entertainment;100,000 .. 200,000;7,49 USD;85%;;;;128;0;622;321
812140;Assassin's Creed Odyssey;Ubisoft;2,000,000 .. 5,000,000;11,99 USD;80%;;;;7595;0;4709;720
814000;ONE PIECE ODYSSEY;BANDAI NAMCO Entertainment;100,000 .. 200,000;39,99 USD;0%;;;;34;0;2058;0
816020;JUMP FORCE;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;0,00 USD;0%;;;;19;0;482;0
824550;SD GUNDAM BATTLE ALLIANCE;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;19,79 USD;67%;;;;48;0;2029;0
840720;Sword Art Online: Lost Song;BANDAI NAMCO Entertainment;100,000 .. 200,000;4,99 USD;75%;;;;7;0;2851;0
845070;The Awesome Adventures of Captain Spirit;Square Enix;2,000,000 .. 5,000,000;0,00 USD;0%;;;;24;0;79;0
848350;Katamari Damacy REROLL;BANDAI NAMCO Entertainment;200,000 .. 500,000;7,49 USD;75%;;;;51;0;211;0
851850;DRAGON BALL Z: KAKAROT;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;14,99 USD;75%;;;;772;0;1797;242
860510;Little Nightmares II;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;9,89 USD;67%;;;;1143;0;301;0
871980;Digimon Survive;BANDAI NAMCO Entertainment;100,000 .. 200,000;14,99 USD;75%;;;;67;0;1334;0
889750;BABYLON'S FALL;Square Enix;50,000 .. 100,000;0,00 USD;0%;;;;0;0;0;0
893520;Creative Destruction;NetEase Games Global;2,000,000 .. 5,000,000;0,00 USD;0%;;;;0;0;807;0
898750;Super Robot Wars 30;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;19,79 USD;67%;;;;329;0;3025;0
899440;GOD EATER 3;BANDAI NAMCO Entertainment;1,000,000 .. 2,000,000;5,99 USD;90%;;;;152;0;475;0
911400;Assassin's Creed III Remastered;Ubisoft;1,000,000 .. 2,000,000;9,99 USD;75%;;;;670;0;779;1
916440;Anno 1800;Ubisoft;500,000 .. 1,000,000;5,99 USD;90%;;;;16225;0;2727;493
921570;OCTOPATH TRAVELER;Square Enix;500,000 .. 1,000,000;23,99 USD;60%;;;;375;0;984;410
921590;DISSIDIA FINAL FANTASY NT Free Edition;Square Enix;500,000 .. 1,000,000;0,00 USD;0%;;;;18;0;631;0
924980;Trials of Mana;Square Enix;200,000 .. 500,000;19,99 USD;60%;;;;38;0;916;0
925930;Myst III: Exile;Electronic Arts;100,000 .. 200,000;5,99 USD;60%;;;;5;0;410;0
928600;F1 2019;Electronic Arts;500,000 .. 1,000,000;0,00 USD;0%;;;;82;0;2449;0
936790;Life is Strange: True Colors;Square Enix;500,000 .. 1,000,000;17,99 USD;70%;;;;115;0;559;0
939850;The Dark Pictures Anthology: Man of Medan;BANDAI NAMCO Entertainment;500,000 .. 1,000,000;19,99 USD;0%;;;;92;0;444;0
939960;Far Cry New Dawn;Ubisoft;1,000,000 .. 2,000,000;3,99 USD;90%;;;;1627;0;1139;794
943150;Nostos;NetEase Games Global;50,000 .. 100,000;0,00 USD;0%;;;;0;0;19;0
950050;Starlink: Battle for Atlas;Ubisoft;50,000 .. 100,000;7,49 USD;75%;;;;4;0;0;0
952540;Romancing SaGa 3;Square Enix;50,000 .. 100,000;8,69 USD;70%;;;;44;0;0;0
958400;Project CARS 3;BANDAI NAMCO Entertainment;200,000 .. 500,000;59,99 USD;0%;;;;40;0;121;0
965230;DORAEMON  STORY OF SEASONS;BANDAI NAMCO Entertainment;100,000 .. 200,000;24,99 USD;50%;;;;9;0;105;0
965300;The Settlers : Heritage of Kings - History Edition;Ubisoft;100,000 .. 200,000;5,99 USD;50%;;;;67;0;490;0
965310;The Settlers : Rise of an Empire - History Edition;Ubisoft;50,000 .. 100,000;4,79 USD;60%;;;;61;0;728;0
965320;The Settlers 7 : History Edition;Ubisoft;50,000 .. 100,000;5,99 USD;60%;;;;62;0;60;0
987720;ONINAKI;Square Enix;20,000 .. 50,000;0,00 USD;0%;;;;0;0;0;0
988910;Super Mega Baseball 3;Electronic Arts;100,000 .. 200,000;44,99 USD;0%;;;;25;0;205;0
991560;ONE PUNCH MAN: A HERO NOBODY KNOWS;BANDAI NAMCO Entertainment;50,000 .. 100,000;5,99 USD;90%;;;;9;0;868;0
1009290;SWORD ART ONLINE Alicization Lycoris;BANDAI NAMCO Entertainment;200,000 .. 500,000;9,59 USD;84%;;;;38;0;1303;0
1020790;NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS;BANDAI NAMCO Entertainment;50,000 .. 100,000;35,99 USD;40%;;;;131;0;1003;418
